id,gbif_id,site_id,species,accepted_scientific_name,kingdom,phylum,class,order_name,family,genus,latitude,longitude,event_date,year,month,basis_of_record,dataset_key
123,GBIF-DEMO-000123,11,Dalbergia latifolia,Dalbergia latifolia,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Dalbergia,18.1448074,73.8562398,2025-04-25,2025,4,HumanObservation,DEMO-DATASET
124,GBIF-DEMO-000124,11,Hylarana temporalis,Hylarana temporalis,Animalia,Chordata,Amphibia,Anura,Ranidae,Hylarana,18.1442409,73.8535542,2025-12-22,2025,12,HumanObservation,DEMO-DATASET
125,GBIF-DEMO-000125,11,Ahaetulla nasuta,Ahaetulla nasuta,Animalia,Chordata,Reptilia,Squamata,Colubridae,Ahaetulla,18.1457641,73.8455241,2024-12-16,2024,12,HumanObservation,DEMO-DATASET
126,GBIF-DEMO-000126,11,Ficedula parva,Ficedula parva,Animalia,Chordata,Aves,Passeriformes,Muscicapidae,Ficedula,18.1488793,73.8486503,2023-09-07,2023,9,HumanObservation,DEMO-DATASET
127,GBIF-DEMO-000127,11,Spilornis cheela,Spilornis cheela,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Spilornis,18.1544127,73.855437,2024-05-20,2024,5,HumanObservation,DEMO-DATASET
128,GBIF-DEMO-000128,11,Macaca radiata,Macaca radiata,Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Macaca,18.1454092,73.8400861,2025-07-16,2025,7,HumanObservation,DEMO-DATASET
129,GBIF-DEMO-000129,11,Prionailurus bengalensis,Prionailurus bengalensis,Animalia,Chordata,Mammalia,Carnivora,Felidae,Prionailurus,18.1579052,73.8407729,2023-03-25,2023,3,HumanObservation,DEMO-DATASET
130,GBIF-DEMO-000130,11,Garcinia indica,Garcinia indica,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Clusiaceae,Garcinia,18.1549591,73.8417808,2024-02-11,2024,2,HumanObservation,DEMO-DATASET
131,GBIF-DEMO-000131,11,Dalbergia latifolia,Dalbergia latifolia,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Dalbergia,18.1539532,73.8474309,2023-03-05,2023,3,HumanObservation,DEMO-DATASET
132,GBIF-DEMO-000132,11,Hylarana temporalis,Hylarana temporalis,Animalia,Chordata,Amphibia,Anura,Ranidae,Hylarana,18.1485608,73.8495883,2023-09-24,2023,9,HumanObservation,DEMO-DATASET
133,GBIF-DEMO-000133,12,Garcinia indica,Garcinia indica,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Clusiaceae,Garcinia,17.922276,73.813808,2023-12-05,2023,12,HumanObservation,DEMO-DATASET
134,GBIF-DEMO-000134,12,Dalbergia latifolia,Dalbergia latifolia,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Dalbergia,17.9184537,73.8184669,2024-01-07,2024,1,HumanObservation,DEMO-DATASET
135,GBIF-DEMO-000135,12,Hylarana temporalis,Hylarana temporalis,Animalia,Chordata,Amphibia,Anura,Ranidae,Hylarana,17.923677,73.8150915,2025-02-12,2025,2,HumanObservation,DEMO-DATASET
136,GBIF-DEMO-000136,12,Ahaetulla nasuta,Ahaetulla nasuta,Animalia,Chordata,Reptilia,Squamata,Colubridae,Ahaetulla,17.915209,73.8037075,2024-05-13,2024,5,HumanObservation,DEMO-DATASET
137,GBIF-DEMO-000137,12,Ficedula parva,Ficedula parva,Animalia,Chordata,Aves,Passeriformes,Muscicapidae,Ficedula,17.9166309,73.8159212,2023-11-15,2023,11,HumanObservation,DEMO-DATASET
138,GBIF-DEMO-000138,12,Spilornis cheela,Spilornis cheela,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Spilornis,17.9162565,73.8054827,2025-02-07,2025,2,HumanObservation,DEMO-DATASET
139,GBIF-DEMO-000139,12,Macaca radiata,Macaca radiata,Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Macaca,17.9141606,73.818876,2024-05-26,2024,5,HumanObservation,DEMO-DATASET
140,GBIF-DEMO-000140,12,Prionailurus bengalensis,Prionailurus bengalensis,Animalia,Chordata,Mammalia,Carnivora,Felidae,Prionailurus,17.9255467,73.8079839,2023-04-01,2023,4,HumanObservation,DEMO-DATASET
141,GBIF-DEMO-000141,12,Garcinia indica,Garcinia indica,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Clusiaceae,Garcinia,17.9145911,73.812785,2024-10-05,2024,10,HumanObservation,DEMO-DATASET
142,GBIF-DEMO-000142,12,Dalbergia latifolia,Dalbergia latifolia,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Dalbergia,17.9266783,73.8170199,2023-03-23,2023,3,HumanObservation,DEMO-DATASET
143,GBIF-DEMO-000143,12,Hylarana temporalis,Hylarana temporalis,Animalia,Chordata,Amphibia,Anura,Ranidae,Hylarana,17.9156426,73.8010107,2025-11-15,2025,11,HumanObservation,DEMO-DATASET
144,GBIF-DEMO-000144,12,Ahaetulla nasuta,Ahaetulla nasuta,Animalia,Chordata,Reptilia,Squamata,Colubridae,Ahaetulla,17.9219027,73.8151993,2023-08-04,2023,8,HumanObservation,DEMO-DATASET
145,GBIF-DEMO-000145,13,Dalbergia latifolia,Dalbergia latifolia,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Dalbergia,16.9944934,73.3187702,2023-09-27,2023,9,HumanObservation,DEMO-DATASET
146,GBIF-DEMO-000146,13,Hylarana temporalis,Hylarana temporalis,Animalia,Chordata,Amphibia,Anura,Ranidae,Hylarana,16.9960269,73.3105492,2024-12-21,2024,12,HumanObservation,DEMO-DATASET
147,GBIF-DEMO-000147,13,Ahaetulla nasuta,Ahaetulla nasuta,Animalia,Chordata,Reptilia,Squamata,Colubridae,Ahaetulla,16.9951281,73.3149871,2024-04-12,2024,4,HumanObservation,DEMO-DATASET
148,GBIF-DEMO-000148,13,Ficedula parva,Ficedula parva,Animalia,Chordata,Aves,Passeriformes,Muscicapidae,Ficedula,16.9858134,73.3100575,2023-09-14,2023,9,HumanObservation,DEMO-DATASET
149,GBIF-DEMO-000149,13,Spilornis cheela,Spilornis cheela,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Spilornis,16.9913223,73.307902,2025-10-26,2025,10,HumanObservation,DEMO-DATASET
150,GBIF-DEMO-000150,13,Macaca radiata,Macaca radiata,Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Macaca,16.9859476,73.3147305,2025-04-19,2025,4,HumanObservation,DEMO-DATASET
151,GBIF-DEMO-000151,13,Prionailurus bengalensis,Prionailurus bengalensis,Animalia,Chordata,Mammalia,Carnivora,Felidae,Prionailurus,16.9903694,73.3037706,2024-10-13,2024,10,HumanObservation,DEMO-DATASET
152,GBIF-DEMO-000152,13,Garcinia indica,Garcinia indica,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Clusiaceae,Garcinia,16.9935494,73.3183572,2025-02-27,2025,2,HumanObservation,DEMO-DATASET
153,GBIF-DEMO-000153,13,Dalbergia latifolia,Dalbergia latifolia,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Dalbergia,16.9876328,73.3127645,2024-06-02,2024,6,HumanObservation,DEMO-DATASET
154,GBIF-DEMO-000154,13,Hylarana temporalis,Hylarana temporalis,Animalia,Chordata,Amphibia,Anura,Ranidae,Hylarana,16.9835009,73.3082475,2025-08-24,2025,8,HumanObservation,DEMO-DATASET
155,GBIF-DEMO-000155,13,Ahaetulla nasuta,Ahaetulla nasuta,Animalia,Chordata,Reptilia,Squamata,Colubridae,Ahaetulla,16.9865448,73.3157559,2024-05-17,2024,5,HumanObservation,DEMO-DATASET
156,GBIF-DEMO-000156,13,Ficedula parva,Ficedula parva,Animalia,Chordata,Aves,Passeriformes,Muscicapidae,Ficedula,16.9961365,73.3060264,2025-03-21,2025,3,HumanObservation,DEMO-DATASET
157,GBIF-DEMO-000157,14,Hylarana temporalis,Hylarana temporalis,Animalia,Chordata,Amphibia,Anura,Ranidae,Hylarana,18.5173897,73.2021273,2023-08-26,2023,8,HumanObservation,DEMO-DATASET
158,GBIF-DEMO-000158,14,Ahaetulla nasuta,Ahaetulla nasuta,Animalia,Chordata,Reptilia,Squamata,Colubridae,Ahaetulla,18.5123912,73.1944032,2025-12-20,2025,12,HumanObservation,DEMO-DATASET
159,GBIF-DEMO-000159,14,Ficedula parva,Ficedula parva,Animalia,Chordata,Aves,Passeriformes,Muscicapidae,Ficedula,18.5210164,73.1999121,2024-01-13,2024,1,HumanObservation,DEMO-DATASET
160,GBIF-DEMO-000160,14,Spilornis cheela,Spilornis cheela,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Spilornis,18.5258416,73.1906179,2024-11-11,2024,11,HumanObservation,DEMO-DATASET
161,GBIF-DEMO-000161,14,Macaca radiata,Macaca radiata,Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Macaca,18.5271224,73.1910176,2024-09-15,2024,9,HumanObservation,DEMO-DATASET
162,GBIF-DEMO-000162,14,Prionailurus bengalensis,Prionailurus bengalensis,Animalia,Chordata,Mammalia,Carnivora,Felidae,Prionailurus,18.5258657,73.2049214,2023-09-24,2023,9,HumanObservation,DEMO-DATASET
163,GBIF-DEMO-000163,14,Garcinia indica,Garcinia indica,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Clusiaceae,Garcinia,18.5154548,73.2006259,2024-10-22,2024,10,HumanObservation,DEMO-DATASET
164,GBIF-DEMO-000164,14,Dalbergia latifolia,Dalbergia latifolia,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Dalbergia,18.5156919,73.1905436,2023-05-26,2023,5,HumanObservation,DEMO-DATASET
165,GBIF-DEMO-000165,14,Hylarana temporalis,Hylarana temporalis,Animalia,Chordata,Amphibia,Anura,Ranidae,Hylarana,18.5233603,73.2027112,2024-09-26,2024,9,HumanObservation,DEMO-DATASET
166,GBIF-DEMO-000166,14,Ahaetulla nasuta,Ahaetulla nasuta,Animalia,Chordata,Reptilia,Squamata,Colubridae,Ahaetulla,18.5196181,73.1989906,2024-01-18,2024,1,HumanObservation,DEMO-DATASET
167,GBIF-DEMO-000167,14,Ficedula parva,Ficedula parva,Animalia,Chordata,Aves,Passeriformes,Muscicapidae,Ficedula,18.5152246,73.2077612,2025-10-02,2025,10,HumanObservation,DEMO-DATASET
168,GBIF-DEMO-000168,14,Spilornis cheela,Spilornis cheela,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Spilornis,18.5212577,73.1928205,2024-04-27,2024,4,HumanObservation,DEMO-DATASET
169,GBIF-DEMO-000169,15,Ahaetulla nasuta,Ahaetulla nasuta,Animalia,Chordata,Reptilia,Squamata,Colubridae,Ahaetulla,16.1064463,73.678438,2025-04-23,2025,4,HumanObservation,DEMO-DATASET
170,GBIF-DEMO-000170,15,Ficedula parva,Ficedula parva,Animalia,Chordata,Aves,Passeriformes,Muscicapidae,Ficedula,16.0953884,73.6618,2023-03-04,2023,3,HumanObservation,DEMO-DATASET
171,GBIF-DEMO-000171,15,Spilornis cheela,Spilornis cheela,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Spilornis,16.0931409,73.6797965,2023-01-01,2023,1,HumanObservation,DEMO-DATASET
172,GBIF-DEMO-000172,15,Macaca radiata,Macaca radiata,Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Macaca,16.1052361,73.6716048,2023-02-21,2023,2,HumanObservation,DEMO-DATASET
173,GBIF-DEMO-000173,15,Prionailurus bengalensis,Prionailurus bengalensis,Animalia,Chordata,Mammalia,Carnivora,Felidae,Prionailurus,16.1020946,73.6776435,2023-08-12,2023,8,HumanObservation,DEMO-DATASET
174,GBIF-DEMO-000174,15,Garcinia indica,Garcinia indica,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Clusiaceae,Garcinia,16.103404,73.6689479,2024-09-10,2024,9,HumanObservation,DEMO-DATASET
175,GBIF-DEMO-000175,15,Dalbergia latifolia,Dalbergia latifolia,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Dalbergia,16.0994824,73.6633943,2024-10-22,2024,10,HumanObservation,DEMO-DATASET
176,GBIF-DEMO-000176,15,Hylarana temporalis,Hylarana temporalis,Animalia,Chordata,Amphibia,Anura,Ranidae,Hylarana,16.0944565,73.664927,2023-10-23,2023,10,HumanObservation,DEMO-DATASET
177,GBIF-DEMO-000177,15,Ahaetulla nasuta,Ahaetulla nasuta,Animalia,Chordata,Reptilia,Squamata,Colubridae,Ahaetulla,16.0972832,73.673721,2024-11-24,2024,11,HumanObservation,DEMO-DATASET
178,GBIF-DEMO-000178,15,Ficedula parva,Ficedula parva,Animalia,Chordata,Aves,Passeriformes,Muscicapidae,Ficedula,16.1042404,73.6661533,2023-10-06,2023,10,HumanObservation,DEMO-DATASET
179,GBIF-DEMO-000179,15,Spilornis cheela,Spilornis cheela,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Spilornis,16.1030224,73.6781959,2023-04-27,2023,4,HumanObservation,DEMO-DATASET
180,GBIF-DEMO-000180,15,Macaca radiata,Macaca radiata,Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Macaca,16.0966373,73.6710857,2024-04-17,2024,4,HumanObservation,DEMO-DATASET
181,GBIF-DEMO-000181,16,Ficedula parva,Ficedula parva,Animalia,Chordata,Aves,Passeriformes,Muscicapidae,Ficedula,15.2517654,74.1524709,2025-02-09,2025,2,HumanObservation,DEMO-DATASET
182,GBIF-DEMO-000182,16,Spilornis cheela,Spilornis cheela,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Spilornis,15.252796,74.1536518,2025-08-02,2025,8,HumanObservation,DEMO-DATASET
183,GBIF-DEMO-000183,16,Macaca radiata,Macaca radiata,Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Macaca,15.2491494,74.1481807,2024-02-27,2024,2,HumanObservation,DEMO-DATASET
184,GBIF-DEMO-000184,16,Prionailurus bengalensis,Prionailurus bengalensis,Animalia,Chordata,Mammalia,Carnivora,Felidae,Prionailurus,15.2490554,74.1548581,2023-10-07,2023,10,HumanObservation,DEMO-DATASET
185,GBIF-DEMO-000185,16,Garcinia indica,Garcinia indica,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Clusiaceae,Garcinia,15.255276,74.150916,2023-10-26,2023,10,HumanObservation,DEMO-DATASET
186,GBIF-DEMO-000186,16,Dalbergia latifolia,Dalbergia latifolia,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Dalbergia,15.2499871,74.1523944,2024-09-26,2024,9,HumanObservation,DEMO-DATASET
187,GBIF-DEMO-000187,16,Hylarana temporalis,Hylarana temporalis,Animalia,Chordata,Amphibia,Anura,Ranidae,Hylarana,15.249869,74.1505732,2024-08-27,2024,8,HumanObservation,DEMO-DATASET
188,GBIF-DEMO-000188,16,Ahaetulla nasuta,Ahaetulla nasuta,Animalia,Chordata,Reptilia,Squamata,Colubridae,Ahaetulla,15.2431496,74.1503137,2025-09-14,2025,9,HumanObservation,DEMO-DATASET
189,GBIF-DEMO-000189,16,Ficedula parva,Ficedula parva,Animalia,Chordata,Aves,Passeriformes,Muscicapidae,Ficedula,15.256747,74.1498701,2024-06-27,2024,6,HumanObservation,DEMO-DATASET
190,GBIF-DEMO-000190,16,Spilornis cheela,Spilornis cheela,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Spilornis,15.2492092,74.1436177,2025-06-06,2025,6,HumanObservation,DEMO-DATASET
191,GBIF-DEMO-000191,16,Macaca radiata,Macaca radiata,Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Macaca,15.243523,74.1400114,2024-06-10,2024,6,HumanObservation,DEMO-DATASET
192,GBIF-DEMO-000192,16,Prionailurus bengalensis,Prionailurus bengalensis,Animalia,Chordata,Mammalia,Carnivora,Felidae,Prionailurus,15.2537355,74.140643,2025-03-16,2025,3,HumanObservation,DEMO-DATASET
193,GBIF-DEMO-000193,17,Spilornis cheela,Spilornis cheela,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Spilornis,14.8144685,74.1388215,2025-03-11,2025,3,HumanObservation,DEMO-DATASET
194,GBIF-DEMO-000194,17,Macaca radiata,Macaca radiata,Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Macaca,14.8172198,74.1328312,2024-04-12,2024,4,HumanObservation,DEMO-DATASET
195,GBIF-DEMO-000195,17,Prionailurus bengalensis,Prionailurus bengalensis,Animalia,Chordata,Mammalia,Carnivora,Felidae,Prionailurus,14.8241543,74.1246136,2023-11-26,2023,11,HumanObservation,DEMO-DATASET
196,GBIF-DEMO-000196,17,Garcinia indica,Garcinia indica,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Clusiaceae,Garcinia,14.8240975,74.1369946,2024-05-27,2024,5,HumanObservation,DEMO-DATASET
197,GBIF-DEMO-000197,17,Dalbergia latifolia,Dalbergia latifolia,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Dalbergia,14.8155831,74.1257378,2024-04-19,2024,4,HumanObservation,DEMO-DATASET
198,GBIF-DEMO-000198,17,Hylarana temporalis,Hylarana temporalis,Animalia,Chordata,Amphibia,Anura,Ranidae,Hylarana,14.8213191,74.1398705,2023-01-27,2023,1,HumanObservation,DEMO-DATASET
199,GBIF-DEMO-000199,17,Ahaetulla nasuta,Ahaetulla nasuta,Animalia,Chordata,Reptilia,Squamata,Colubridae,Ahaetulla,14.8204284,74.1327805,2025-11-11,2025,11,HumanObservation,DEMO-DATASET
200,GBIF-DEMO-000200,17,Ficedula parva,Ficedula parva,Animalia,Chordata,Aves,Passeriformes,Muscicapidae,Ficedula,14.8152618,74.1305708,2025-09-23,2025,9,HumanObservation,DEMO-DATASET
201,GBIF-DEMO-000201,17,Spilornis cheela,Spilornis cheela,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Spilornis,14.8168512,74.1287962,2023-12-13,2023,12,HumanObservation,DEMO-DATASET
202,GBIF-DEMO-000202,17,Macaca radiata,Macaca radiata,Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Macaca,14.8264977,74.135969,2025-12-08,2025,12,HumanObservation,DEMO-DATASET
203,GBIF-DEMO-000203,17,Prionailurus bengalensis,Prionailurus bengalensis,Animalia,Chordata,Mammalia,Carnivora,Felidae,Prionailurus,14.8171336,74.1309457,2023-07-05,2023,7,HumanObservation,DEMO-DATASET
204,GBIF-DEMO-000204,17,Garcinia indica,Garcinia indica,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Clusiaceae,Garcinia,14.8221867,74.1281665,2024-09-21,2024,9,HumanObservation,DEMO-DATASET
205,GBIF-DEMO-000205,18,Macaca radiata,Macaca radiata,Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Macaca,13.5073368,75.0866135,2024-02-12,2024,2,HumanObservation,DEMO-DATASET
206,GBIF-DEMO-000206,18,Prionailurus bengalensis,Prionailurus bengalensis,Animalia,Chordata,Mammalia,Carnivora,Felidae,Prionailurus,13.5156083,75.0889256,2023-01-07,2023,1,HumanObservation,DEMO-DATASET
207,GBIF-DEMO-000207,18,Garcinia indica,Garcinia indica,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Clusiaceae,Garcinia,13.5141495,75.0910796,2023-01-27,2023,1,HumanObservation,DEMO-DATASET
208,GBIF-DEMO-000208,18,Dalbergia latifolia,Dalbergia latifolia,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Dalbergia,13.504832,75.0931175,2023-11-08,2023,11,HumanObservation,DEMO-DATASET
209,GBIF-DEMO-000209,18,Hylarana temporalis,Hylarana temporalis,Animalia,Chordata,Amphibia,Anura,Ranidae,Hylarana,13.5030391,75.0810987,2025-07-22,2025,7,HumanObservation,DEMO-DATASET
210,GBIF-DEMO-000210,18,Ahaetulla nasuta,Ahaetulla nasuta,Animalia,Chordata,Reptilia,Squamata,Colubridae,Ahaetulla,13.5155807,75.0831079,2023-07-17,2023,7,HumanObservation,DEMO-DATASET
211,GBIF-DEMO-000211,18,Ficedula parva,Ficedula parva,Animalia,Chordata,Aves,Passeriformes,Muscicapidae,Ficedula,13.509115,75.088857,2024-01-13,2024,1,HumanObservation,DEMO-DATASET
212,GBIF-DEMO-000212,18,Spilornis cheela,Spilornis cheela,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Spilornis,13.5162888,75.0802203,2025-07-05,2025,7,HumanObservation,DEMO-DATASET
213,GBIF-DEMO-000213,18,Macaca radiata,Macaca radiata,Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Macaca,13.5164625,75.0909899,2025-02-25,2025,2,HumanObservation,DEMO-DATASET
214,GBIF-DEMO-000214,18,Prionailurus bengalensis,Prionailurus bengalensis,Animalia,Chordata,Mammalia,Carnivora,Felidae,Prionailurus,13.5125598,75.0944963,2023-03-17,2023,3,HumanObservation,DEMO-DATASET
215,GBIF-DEMO-000215,18,Garcinia indica,Garcinia indica,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Clusiaceae,Garcinia,13.5172504,75.0898813,2024-04-25,2024,4,HumanObservation,DEMO-DATASET
216,GBIF-DEMO-000216,18,Dalbergia latifolia,Dalbergia latifolia,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Dalbergia,13.5077547,75.0844883,2024-09-02,2024,9,HumanObservation,DEMO-DATASET
217,GBIF-DEMO-000217,19,Prionailurus bengalensis,Prionailurus bengalensis,Animalia,Chordata,Mammalia,Carnivora,Felidae,Prionailurus,11.4076354,76.7042282,2024-01-09,2024,1,HumanObservation,DEMO-DATASET
218,GBIF-DEMO-000218,19,Garcinia indica,Garcinia indica,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Clusiaceae,Garcinia,11.4123042,76.7022081,2024-08-21,2024,8,HumanObservation,DEMO-DATASET
219,GBIF-DEMO-000219,19,Dalbergia latifolia,Dalbergia latifolia,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Dalbergia,11.4149683,76.7042341,2023-02-24,2023,2,HumanObservation,DEMO-DATASET
220,GBIF-DEMO-000220,19,Hylarana temporalis,Hylarana temporalis,Animalia,Chordata,Amphibia,Anura,Ranidae,Hylarana,11.4116545,76.6949113,2024-03-02,2024,3,HumanObservation,DEMO-DATASET
221,GBIF-DEMO-000221,19,Ahaetulla nasuta,Ahaetulla nasuta,Animalia,Chordata,Reptilia,Squamata,Colubridae,Ahaetulla,11.4055774,76.6990979,2023-05-03,2023,5,HumanObservation,DEMO-DATASET
222,GBIF-DEMO-000222,19,Ficedula parva,Ficedula parva,Animalia,Chordata,Aves,Passeriformes,Muscicapidae,Ficedula,11.4151906,76.7085137,2023-06-06,2023,6,HumanObservation,DEMO-DATASET
223,GBIF-DEMO-000223,19,Spilornis cheela,Spilornis cheela,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Spilornis,11.4168732,76.6903572,2023-12-14,2023,12,HumanObservation,DEMO-DATASET
224,GBIF-DEMO-000224,19,Macaca radiata,Macaca radiata,Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Macaca,11.4021928,76.7052604,2025-09-27,2025,9,HumanObservation,DEMO-DATASET
225,GBIF-DEMO-000225,19,Prionailurus bengalensis,Prionailurus bengalensis,Animalia,Chordata,Mammalia,Carnivora,Felidae,Prionailurus,11.4164944,76.7094142,2023-07-22,2023,7,HumanObservation,DEMO-DATASET
226,GBIF-DEMO-000226,19,Garcinia indica,Garcinia indica,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Clusiaceae,Garcinia,11.4155966,76.7022766,2023-12-17,2023,12,HumanObservation,DEMO-DATASET
227,GBIF-DEMO-000227,19,Dalbergia latifolia,Dalbergia latifolia,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Dalbergia,11.4086761,76.7014368,2024-02-18,2024,2,HumanObservation,DEMO-DATASET
228,GBIF-DEMO-000228,19,Hylarana temporalis,Hylarana temporalis,Animalia,Chordata,Amphibia,Anura,Ranidae,Hylarana,11.4032003,76.7045956,2025-03-23,2025,3,HumanObservation,DEMO-DATASET
229,GBIF-DEMO-000229,20,Garcinia indica,Garcinia indica,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Clusiaceae,Garcinia,12.4195595,75.7401966,2024-04-26,2024,4,HumanObservation,DEMO-DATASET
230,GBIF-DEMO-000230,20,Dalbergia latifolia,Dalbergia latifolia,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Dalbergia,12.42373,75.7373798,2025-12-05,2025,12,HumanObservation,DEMO-DATASET
231,GBIF-DEMO-000231,20,Hylarana temporalis,Hylarana temporalis,Animalia,Chordata,Amphibia,Anura,Ranidae,Hylarana,12.4155133,75.7392784,2024-12-15,2024,12,HumanObservation,DEMO-DATASET
232,GBIF-DEMO-000232,20,Ahaetulla nasuta,Ahaetulla nasuta,Animalia,Chordata,Reptilia,Squamata,Colubridae,Ahaetulla,12.4154439,75.7471912,2025-08-11,2025,8,HumanObservation,DEMO-DATASET
233,GBIF-DEMO-000233,20,Ficedula parva,Ficedula parva,Animalia,Chordata,Aves,Passeriformes,Muscicapidae,Ficedula,12.4256276,75.734834,2024-08-13,2024,8,HumanObservation,DEMO-DATASET
234,GBIF-DEMO-000234,20,Spilornis cheela,Spilornis cheela,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Spilornis,12.4161263,75.7438585,2025-08-27,2025,8,HumanObservation,DEMO-DATASET
235,GBIF-DEMO-000235,20,Macaca radiata,Macaca radiata,Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Macaca,12.4144096,75.731768,2025-09-24,2025,9,HumanObservation,DEMO-DATASET
236,GBIF-DEMO-000236,20,Prionailurus bengalensis,Prionailurus bengalensis,Animalia,Chordata,Mammalia,Carnivora,Felidae,Prionailurus,12.4131399,75.7395061,2024-10-21,2024,10,HumanObservation,DEMO-DATASET
237,GBIF-DEMO-000237,20,Garcinia indica,Garcinia indica,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Clusiaceae,Garcinia,12.416562,75.7367009,2023-11-20,2023,11,HumanObservation,DEMO-DATASET
238,GBIF-DEMO-000238,20,Dalbergia latifolia,Dalbergia latifolia,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Dalbergia,12.4254837,75.7389278,2024-10-26,2024,10,HumanObservation,DEMO-DATASET
239,GBIF-DEMO-000239,20,Hylarana temporalis,Hylarana temporalis,Animalia,Chordata,Amphibia,Anura,Ranidae,Hylarana,12.4224127,75.732318,2024-11-19,2024,11,HumanObservation,DEMO-DATASET
240,GBIF-DEMO-000240,20,Ahaetulla nasuta,Ahaetulla nasuta,Animalia,Chordata,Reptilia,Squamata,Colubridae,Ahaetulla,12.4142662,75.7330538,2024-03-19,2024,3,HumanObservation,DEMO-DATASET
